scenario,condition,reward,response_index,rank,feature_label,activation,source_log
Steering (Offer: 50),steering,,21,6,Coordinating conjunctions connecting related concepts in formal writing,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,21,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,21,8,Character decision-making and multi-step action sequences in narratives,20.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,21,9,"Discussions of egoism and self-interest, especially in moral contexts",17.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,21,10,Code syntax patterns for object creation and initialization,16.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,22,1,Altruistic and selfless behavior or intentions,233.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,22,2,Economic tradeoffs and payoff structures in social contexts,155.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,22,3,Game theory concepts involving cooperation versus competition,54.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,22,4,Coordinating conjunctions connecting related concepts in formal writing,35.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,22,5,Technical setup and configuration states in experimental procedures,34.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,22,6,Descriptions of experimental procedures and participant tasks in research studies,30.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,22,7,The assistant should select between provided options,25.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,22,8,Character decision-making and multi-step action sequences in narratives,18.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,22,9,Code syntax patterns for object creation and initialization,16.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,22,10,Punctuation separators in IUPAC chemical nomenclature,16.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,23,1,Altruistic and selfless behavior or intentions,260.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,23,2,Economic tradeoffs and payoff structures in social contexts,177.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,23,3,Game theory concepts involving cooperation versus competition,57.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,23,4,Technical setup and configuration states in experimental procedures,34.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,23,5,Coordinating conjunctions connecting related concepts in formal writing,32.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,23,6,Descriptions of experimental procedures and participant tasks in research studies,30.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,23,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,23,8,Character decision-making and multi-step action sequences in narratives,24.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,23,9,"Discussions of egoism and self-interest, especially in moral contexts",22.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,23,10,Code syntax patterns for object creation and initialization,16.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,24,1,Altruistic and selfless behavior or intentions,245.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,24,2,Economic tradeoffs and payoff structures in social contexts,170.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,24,3,Game theory concepts involving cooperation versus competition,60.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,24,4,Technical setup and configuration states in experimental procedures,34.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,24,5,Descriptions of experimental procedures and participant tasks in research studies,30.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,24,6,Coordinating conjunctions connecting related concepts in formal writing,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,24,7,The assistant should select between provided options,25.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,24,8,Character decision-making and multi-step action sequences in narratives,21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,24,9,"Discussions of egoism and self-interest, especially in moral contexts",20.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,24,10,Code syntax patterns for object creation and initialization,16.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,25,1,Altruistic and selfless behavior or intentions,260.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,25,2,Economic tradeoffs and payoff structures in social contexts,177.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,25,3,Game theory concepts involving cooperation versus competition,57.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,25,4,Technical setup and configuration states in experimental procedures,34.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,25,5,Coordinating conjunctions connecting related concepts in formal writing,32.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,25,6,Descriptions of experimental procedures and participant tasks in research studies,30.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,25,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,25,8,Character decision-making and multi-step action sequences in narratives,24.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,25,9,"Discussions of egoism and self-interest, especially in moral contexts",22.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,25,10,Code syntax patterns for object creation and initialization,16.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,26,1,Altruistic and selfless behavior or intentions,245.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,26,2,Economic tradeoffs and payoff structures in social contexts,170.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,26,3,Game theory concepts involving cooperation versus competition,60.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,26,4,Technical setup and configuration states in experimental procedures,34.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,26,5,Descriptions of experimental procedures and participant tasks in research studies,30.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,26,6,Coordinating conjunctions connecting related concepts in formal writing,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,26,7,The assistant should select between provided options,25.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,26,8,Character decision-making and multi-step action sequences in narratives,21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,26,9,"Discussions of egoism and self-interest, especially in moral contexts",20.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,26,10,Code syntax patterns for object creation and initialization,16.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,27,1,Altruistic and selfless behavior or intentions,245.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,27,2,Economic tradeoffs and payoff structures in social contexts,170.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,27,3,Game theory concepts involving cooperation versus competition,60.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,27,4,Technical setup and configuration states in experimental procedures,34.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,27,5,Descriptions of experimental procedures and participant tasks in research studies,30.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,27,6,Coordinating conjunctions connecting related concepts in formal writing,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,27,7,The assistant should select between provided options,25.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,27,8,Character decision-making and multi-step action sequences in narratives,21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,27,9,"Discussions of egoism and self-interest, especially in moral contexts",20.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,27,10,Code syntax patterns for object creation and initialization,16.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,28,1,Altruistic and selfless behavior or intentions,260.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,28,2,Economic tradeoffs and payoff structures in social contexts,177.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,28,3,Game theory concepts involving cooperation versus competition,57.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,28,4,Technical setup and configuration states in experimental procedures,34.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,28,5,Coordinating conjunctions connecting related concepts in formal writing,32.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,28,6,Descriptions of experimental procedures and participant tasks in research studies,30.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,28,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,28,8,Character decision-making and multi-step action sequences in narratives,24.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,28,9,"Discussions of egoism and self-interest, especially in moral contexts",22.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,28,10,Code syntax patterns for object creation and initialization,16.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,29,1,Altruistic and selfless behavior or intentions,234.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,29,2,Economic tradeoffs and payoff structures in social contexts,152.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,29,3,Game theory concepts involving cooperation versus competition,60.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,29,4,Coordinating conjunctions connecting related concepts in formal writing,42.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,29,5,Technical setup and configuration states in experimental procedures,35.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,29,6,Descriptions of experimental procedures and participant tasks in research studies,30.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,29,7,The assistant should select between provided options,25.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,29,8,Code syntax patterns for object creation and initialization,16.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,29,9,Punctuation separators in IUPAC chemical nomenclature,16.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,29,10,Rational choice theory and utility maximization in formal decision-making,16.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,30,1,Altruistic and selfless behavior or intentions,245.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,30,2,Economic tradeoffs and payoff structures in social contexts,170.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,30,3,Game theory concepts involving cooperation versus competition,60.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,30,4,Technical setup and configuration states in experimental procedures,34.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,30,5,Descriptions of experimental procedures and participant tasks in research studies,30.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,30,6,Coordinating conjunctions connecting related concepts in formal writing,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,30,7,The assistant should select between provided options,25.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,30,8,Character decision-making and multi-step action sequences in narratives,21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,30,9,"Discussions of egoism and self-interest, especially in moral contexts",20.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,30,10,Code syntax patterns for object creation and initialization,16.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,31,1,Altruistic and selfless behavior or intentions,246.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,31,2,Economic tradeoffs and payoff structures in social contexts,171.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,31,3,Game theory concepts involving cooperation versus competition,56.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,31,4,Technical setup and configuration states in experimental procedures,34.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,31,5,Descriptions of experimental procedures and participant tasks in research studies,30.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,31,6,Coordinating conjunctions connecting related concepts in formal writing,30.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,31,7,The assistant should select between provided options,25.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,31,8,Character decision-making and multi-step action sequences in narratives,21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,31,9,Descriptions of what groups or entities can or cannot do,18.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,31,10,"Discussions of egoism and self-interest, especially in moral contexts",17.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,32,1,Altruistic and selfless behavior or intentions,253.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,32,2,Economic tradeoffs and payoff structures in social contexts,171.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,32,3,Game theory concepts involving cooperation versus competition,56.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,32,4,Technical setup and configuration states in experimental procedures,34.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,32,5,Coordinating conjunctions connecting related concepts in formal writing,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,32,6,Descriptions of experimental procedures and participant tasks in research studies,30.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,32,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,32,8,"Discussions of egoism and self-interest, especially in moral contexts",17.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,32,9,Character decision-making and multi-step action sequences in narratives,17.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,32,10,Code syntax patterns for object creation and initialization,16.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,33,1,Altruistic and selfless behavior or intentions,236.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,33,2,Economic tradeoffs and payoff structures in social contexts,155.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,33,3,Game theory concepts involving cooperation versus competition,51.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,33,4,Technical setup and configuration states in experimental procedures,34.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,33,5,Descriptions of experimental procedures and participant tasks in research studies,30.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,33,6,Coordinating conjunctions connecting related concepts in formal writing,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,33,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,33,8,Code syntax patterns for object creation and initialization,16.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,33,9,Punctuation separators in IUPAC chemical nomenclature,16.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,33,10,Character decision-making and multi-step action sequences in narratives,16.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,34,1,Altruistic and selfless behavior or intentions,264.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,34,2,Economic tradeoffs and payoff structures in social contexts,182.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,34,3,Game theory concepts involving cooperation versus competition,60.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,34,4,Technical setup and configuration states in experimental procedures,34.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,34,5,Descriptions of experimental procedures and participant tasks in research studies,30.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,34,6,Coordinating conjunctions connecting related concepts in formal writing,30.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,34,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,34,8,"Discussions of egoism and self-interest, especially in moral contexts",21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,34,9,Character decision-making and multi-step action sequences in narratives,19.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,34,10,Explaining capabilities and possibilities in instructional contexts,18.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,35,1,Altruistic and selfless behavior or intentions,260.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,35,2,Economic tradeoffs and payoff structures in social contexts,177.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,35,3,Game theory concepts involving cooperation versus competition,57.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,35,4,Technical setup and configuration states in experimental procedures,34.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,35,5,Coordinating conjunctions connecting related concepts in formal writing,32.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,35,6,Descriptions of experimental procedures and participant tasks in research studies,30.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,35,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,35,8,Character decision-making and multi-step action sequences in narratives,24.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,35,9,"Discussions of egoism and self-interest, especially in moral contexts",22.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,35,10,Code syntax patterns for object creation and initialization,16.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,36,1,Altruistic and selfless behavior or intentions,216.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,36,2,Economic tradeoffs and payoff structures in social contexts,138.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,36,3,Game theory concepts involving cooperation versus competition,50.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,36,4,Technical setup and configuration states in experimental procedures,36.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,36,5,Descriptions of experimental procedures and participant tasks in research studies,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,36,6,Coordinating conjunctions connecting related concepts in formal writing,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,36,7,The assistant should select between provided options,24.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,36,8,Code syntax patterns for object creation and initialization,17.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,36,9,Punctuation separators in IUPAC chemical nomenclature,16.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,36,10,German compound word components and suffixes,15.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,37,1,Altruistic and selfless behavior or intentions,260.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,37,2,Economic tradeoffs and payoff structures in social contexts,177.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,37,3,Game theory concepts involving cooperation versus competition,57.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,37,4,Technical setup and configuration states in experimental procedures,34.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,37,5,Coordinating conjunctions connecting related concepts in formal writing,32.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,37,6,Descriptions of experimental procedures and participant tasks in research studies,30.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,37,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,37,8,Character decision-making and multi-step action sequences in narratives,24.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,37,9,"Discussions of egoism and self-interest, especially in moral contexts",22.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,37,10,Code syntax patterns for object creation and initialization,16.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,38,1,Altruistic and selfless behavior or intentions,232.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,38,2,Economic tradeoffs and payoff structures in social contexts,149.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,38,3,Game theory concepts involving cooperation versus competition,60.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,38,4,Technical setup and configuration states in experimental procedures,34.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,38,5,Descriptions of experimental procedures and participant tasks in research studies,30.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,38,6,Coordinating conjunctions connecting related concepts in formal writing,30.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,38,7,The assistant should select between provided options,25.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,38,8,Code syntax patterns for object creation and initialization,16.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,38,9,Punctuation separators in IUPAC chemical nomenclature,16.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,38,10,Careful explanation or instruction giving,15.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,39,1,Altruistic and selfless behavior or intentions,245.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,39,2,Economic tradeoffs and payoff structures in social contexts,170.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,39,3,Game theory concepts involving cooperation versus competition,60.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,39,4,Technical setup and configuration states in experimental procedures,34.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,39,5,Descriptions of experimental procedures and participant tasks in research studies,30.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,39,6,Coordinating conjunctions connecting related concepts in formal writing,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,39,7,The assistant should select between provided options,25.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,39,8,Character decision-making and multi-step action sequences in narratives,21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,39,9,"Discussions of egoism and self-interest, especially in moral contexts",20.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,39,10,Code syntax patterns for object creation and initialization,16.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,40,1,Altruistic and selfless behavior or intentions,249.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,40,2,Economic tradeoffs and payoff structures in social contexts,173.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,40,3,Game theory concepts involving cooperation versus competition,58.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,40,4,Technical setup and configuration states in experimental procedures,34.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,40,5,Descriptions of experimental procedures and participant tasks in research studies,30.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,40,6,Coordinating conjunctions connecting related concepts in formal writing,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
