condition,reward,response_index,old_top10_count,new_top10_count,label_overlap_count,label_overlap_fraction_of_old,label_overlap
steering,40,24,0,10,0,,
steering,40,25,0,10,0,,
steering,40,26,0,10,0,,
steering,40,27,0,10,0,,
steering,40,28,0,10,0,,
steering,40,29,0,10,0,,
steering,40,30,0,10,0,,
steering,40,31,0,10,0,,
steering,40,32,0,10,0,,
steering,40,33,0,10,0,,
steering,40,34,0,10,0,,
steering,40,35,0,10,0,,
steering,40,36,0,10,0,,
steering,40,37,0,10,0,,
steering,40,38,0,10,0,,
steering,40,39,0,10,0,,
steering,40,40,0,10,0,,
steering,45,1,0,10,0,,
steering,45,2,0,10,0,,
steering,45,3,0,10,0,,
steering,45,4,0,10,0,,
steering,45,5,0,10,0,,
steering,45,6,0,10,0,,
steering,45,7,0,10,0,,
steering,45,8,0,10,0,,
steering,45,9,0,10,0,,
steering,45,10,0,10,0,,
steering,45,11,0,10,0,,
steering,45,12,0,10,0,,
steering,45,13,0,10,0,,
steering,45,14,0,10,0,,
steering,45,15,0,10,0,,
steering,45,16,0,10,0,,
steering,45,17,0,10,0,,
steering,45,18,0,10,0,,
steering,45,19,0,10,0,,
steering,45,20,0,10,0,,
steering,45,21,0,10,0,,
steering,45,22,0,10,0,,
steering,45,23,0,10,0,,
steering,45,24,0,10,0,,
steering,45,25,0,10,0,,
steering,45,26,0,10,0,,
steering,45,27,0,10,0,,
steering,45,28,0,10,0,,
steering,45,29,0,10,0,,
steering,45,30,0,10,0,,
steering,45,31,0,10,0,,
steering,45,32,0,10,0,,
steering,45,33,0,10,0,,
steering,45,34,0,10,0,,
steering,45,35,0,10,0,,
steering,45,36,0,10,0,,
steering,45,37,0,10,0,,
steering,45,38,0,10,0,,
steering,45,39,0,10,0,,
steering,45,40,0,10,0,,
steering,50,1,0,10,0,,
steering,50,2,0,10,0,,
steering,50,3,0,10,0,,
steering,50,4,0,10,0,,
steering,50,5,0,10,0,,
steering,50,6,0,10,0,,
steering,50,7,0,10,0,,
steering,50,8,0,10,0,,
steering,50,9,0,10,0,,
steering,50,10,0,10,0,,
steering,50,11,0,10,0,,
steering,50,12,0,10,0,,
steering,50,13,0,10,0,,
steering,50,14,0,10,0,,
steering,50,15,0,10,0,,
steering,50,16,0,10,0,,
steering,50,17,0,10,0,,
steering,50,18,0,10,0,,
steering,50,19,0,10,0,,
steering,50,20,0,10,0,,
steering,50,21,0,10,0,,
steering,50,22,0,10,0,,
steering,50,23,0,10,0,,
steering,50,24,0,10,0,,
steering,50,25,0,10,0,,
steering,50,26,0,10,0,,
steering,50,27,0,10,0,,
steering,50,28,0,10,0,,
steering,50,29,0,10,0,,
steering,50,30,0,10,0,,
steering,50,31,0,10,0,,
steering,50,32,0,10,0,,
steering,50,33,0,10,0,,
steering,50,34,0,10,0,,
steering,50,35,0,10,0,,
steering,50,36,0,10,0,,
steering,50,37,0,10,0,,
steering,50,38,0,10,0,,
steering,50,39,0,10,0,,
steering,50,40,0,10,0,,
steering,55,1,0,10,0,,
steering,55,2,0,10,0,,
steering,55,3,0,10,0,,
steering,55,4,0,10,0,,
steering,55,5,0,10,0,,
steering,55,6,0,10,0,,
steering,55,7,0,10,0,,
steering,55,8,0,10,0,,
steering,55,9,0,10,0,,
steering,55,10,0,10,0,,
steering,55,11,0,10,0,,
steering,55,12,0,10,0,,
steering,55,13,0,10,0,,
steering,55,14,0,10,0,,
steering,55,15,0,10,0,,
steering,55,16,0,10,0,,
steering,55,17,0,10,0,,
steering,55,18,0,10,0,,
steering,55,19,0,10,0,,
steering,55,20,0,10,0,,
steering,55,21,0,10,0,,
steering,55,22,0,10,0,,
steering,55,23,0,10,0,,
steering,55,24,0,10,0,,
steering,55,25,0,10,0,,
steering,55,26,0,10,0,,
steering,55,27,0,10,0,,
steering,55,28,0,10,0,,
steering,55,29,0,10,0,,
steering,55,30,0,10,0,,
steering,55,31,0,10,0,,
steering,55,32,0,10,0,,
steering,55,33,0,10,0,,
steering,55,34,0,10,0,,
steering,55,35,0,10,0,,
steering,55,36,0,10,0,,
steering,55,37,0,10,0,,
steering,55,38,0,10,0,,
steering,55,39,0,10,0,,
steering,55,40,0,10,0,,
steering,60,1,0,10,0,,
steering,60,2,0,10,0,,
steering,60,3,0,10,0,,
steering,60,4,0,10,0,,
steering,60,5,0,10,0,,
steering,60,6,0,10,0,,
steering,60,7,0,10,0,,
steering,60,8,0,10,0,,
steering,60,9,0,10,0,,
steering,60,10,0,10,0,,
steering,60,11,0,10,0,,
steering,60,12,0,10,0,,
steering,60,13,0,10,0,,
steering,60,14,0,10,0,,
steering,60,15,0,10,0,,
steering,60,16,0,10,0,,
steering,60,17,0,10,0,,
steering,60,18,0,10,0,,
steering,60,19,0,10,0,,
steering,60,20,0,10,0,,
steering,60,21,0,10,0,,
steering,60,22,0,10,0,,
steering,60,23,0,10,0,,
steering,60,24,0,10,0,,
steering,60,25,0,10,0,,
steering,60,26,0,10,0,,
steering,60,27,0,10,0,,
steering,60,28,0,10,0,,
steering,60,29,0,10,0,,
steering,60,30,0,10,0,,
steering,60,31,0,10,0,,
steering,60,32,0,10,0,,
steering,60,33,0,10,0,,
steering,60,34,0,10,0,,
steering,60,35,0,10,0,,
steering,60,36,0,10,0,,
steering,60,37,0,10,0,,
steering,60,38,0,10,0,,
steering,60,39,0,10,0,,
steering,60,40,0,10,0,,
steering,65,1,0,10,0,,
steering,65,2,0,10,0,,
steering,65,3,0,10,0,,
steering,65,4,0,10,0,,
steering,65,5,0,10,0,,
steering,65,6,0,10,0,,
steering,65,7,0,10,0,,
steering,65,8,0,10,0,,
steering,65,9,0,10,0,,
steering,65,10,0,10,0,,
steering,65,11,0,10,0,,
steering,65,12,0,10,0,,
steering,65,13,0,10,0,,
steering,65,14,0,10,0,,
steering,65,15,0,10,0,,
steering,65,16,0,10,0,,
steering,65,17,0,10,0,,
steering,65,18,0,10,0,,
steering,65,19,0,10,0,,
steering,65,20,0,10,0,,
steering,65,21,0,10,0,,
steering,65,22,0,10,0,,
steering,65,23,0,10,0,,
steering,65,24,0,10,0,,
steering,65,25,0,10,0,,
steering,65,26,0,10,0,,
steering,65,27,0,10,0,,
steering,65,28,0,10,0,,
steering,65,29,0,10,0,,
steering,65,30,0,10,0,,
steering,65,31,0,10,0,,
steering,65,32,0,10,0,,
steering,65,33,0,10,0,,
steering,65,34,0,10,0,,
steering,65,35,0,10,0,,
steering,65,36,0,10,0,,
steering,65,37,0,10,0,,
steering,65,38,0,10,0,,
steering,65,39,0,10,0,,
steering,65,40,0,10,0,,
steering,70,1,0,10,0,,
steering,70,2,0,10,0,,
steering,70,3,0,10,0,,
steering,70,4,0,10,0,,
steering,70,5,0,10,0,,
steering,70,6,0,10,0,,
steering,70,7,0,10,0,,
steering,70,8,0,10,0,,
steering,70,9,0,10,0,,
steering,70,10,0,10,0,,
steering,70,11,0,10,0,,
steering,70,12,0,10,0,,
steering,70,13,0,10,0,,
steering,70,14,0,10,0,,
steering,70,15,0,10,0,,
steering,70,16,0,10,0,,
steering,70,17,0,10,0,,
steering,70,18,0,10,0,,
steering,70,19,0,10,0,,
steering,70,20,0,10,0,,
steering,70,21,0,10,0,,
steering,70,22,0,10,0,,
steering,70,23,0,10,0,,
steering,70,24,0,10,0,,
steering,70,25,0,10,0,,
steering,70,26,0,10,0,,
steering,70,27,0,10,0,,
steering,70,28,0,10,0,,
steering,70,29,0,10,0,,
steering,70,30,0,10,0,,
steering,70,31,0,10,0,,
steering,70,32,0,10,0,,
steering,70,33,0,10,0,,
steering,70,34,0,10,0,,
steering,70,35,0,10,0,,
steering,70,36,0,10,0,,
steering,70,37,0,10,0,,
steering,70,38,0,10,0,,
steering,70,39,0,10,0,,
steering,70,40,0,10,0,,
steering,75,1,0,10,0,,
steering,75,2,0,10,0,,
steering,75,3,0,10,0,,
steering,75,4,0,10,0,,
steering,75,5,0,10,0,,
steering,75,6,0,10,0,,
steering,75,7,0,10,0,,
steering,75,8,0,10,0,,
steering,75,9,0,10,0,,
steering,75,10,0,10,0,,
steering,75,11,0,10,0,,
steering,75,12,0,10,0,,
steering,75,13,0,10,0,,
steering,75,14,0,10,0,,
steering,75,15,0,10,0,,
steering,75,16,0,10,0,,
steering,75,17,0,10,0,,
steering,75,18,0,10,0,,
steering,75,19,0,10,0,,
steering,75,20,0,10,0,,
steering,75,21,0,10,0,,
steering,75,22,0,10,0,,
steering,75,23,0,10,0,,
steering,75,24,0,10,0,,
steering,75,25,0,10,0,,
steering,75,26,0,10,0,,
steering,75,27,0,10,0,,
steering,75,28,0,10,0,,
steering,75,29,0,10,0,,
steering,75,30,0,10,0,,
steering,75,31,0,10,0,,
steering,75,32,0,10,0,,
steering,75,33,0,10,0,,
steering,75,34,0,10,0,,
steering,75,35,0,10,0,,
steering,75,36,0,10,0,,
steering,75,37,0,10,0,,
steering,75,38,0,10,0,,
steering,75,39,0,10,0,,
steering,75,40,0,10,0,,
steering,80,1,0,10,0,,
steering,80,2,0,10,0,,
steering,80,3,0,10,0,,
steering,80,4,0,10,0,,
steering,80,5,0,10,0,,
steering,80,6,0,10,0,,
steering,80,7,0,10,0,,
steering,80,8,0,10,0,,
steering,80,9,0,10,0,,
steering,80,10,0,10,0,,
steering,80,11,0,10,0,,
steering,80,12,0,10,0,,
steering,80,13,0,10,0,,
steering,80,14,0,10,0,,
steering,80,15,0,10,0,,
steering,80,16,0,10,0,,
steering,80,17,0,10,0,,
steering,80,18,0,10,0,,
steering,80,19,0,10,0,,
steering,80,20,0,10,0,,
steering,80,21,0,10,0,,
steering,80,22,0,10,0,,
steering,80,23,0,10,0,,
steering,80,24,0,10,0,,
steering,80,25,0,10,0,,
steering,80,26,0,10,0,,
steering,80,27,0,10,0,,
steering,80,28,0,10,0,,
steering,80,29,0,10,0,,
steering,80,30,0,10,0,,
steering,80,31,0,10,0,,
steering,80,32,0,10,0,,
steering,80,33,0,10,0,,
steering,80,34,0,10,0,,
steering,80,35,0,10,0,,
steering,80,36,0,10,0,,
steering,80,37,0,10,0,,
steering,80,38,0,10,0,,
steering,80,39,0,10,0,,
steering,80,40,0,10,0,,
steering,85,1,0,10,0,,
steering,85,2,0,10,0,,
steering,85,3,0,10,0,,
steering,85,4,0,10,0,,
steering,85,5,0,10,0,,
steering,85,6,0,10,0,,
steering,85,7,0,10,0,,
steering,85,8,0,10,0,,
steering,85,9,0,10,0,,
steering,85,10,0,10,0,,
steering,85,11,0,10,0,,
steering,85,12,0,10,0,,
steering,85,13,0,10,0,,
steering,85,14,0,10,0,,
steering,85,15,0,10,0,,
steering,85,16,0,10,0,,
steering,85,17,0,10,0,,
steering,85,18,0,10,0,,
steering,85,19,0,10,0,,
steering,85,20,0,10,0,,
steering,85,21,0,10,0,,
steering,85,22,0,10,0,,
steering,85,23,0,10,0,,
steering,85,24,0,10,0,,
steering,85,25,0,10,0,,
steering,85,26,0,10,0,,
steering,85,27,0,10,0,,
steering,85,28,0,10,0,,
steering,85,29,0,10,0,,
steering,85,30,0,10,0,,
steering,85,31,0,10,0,,
steering,85,32,0,10,0,,
steering,85,33,0,10,0,,
steering,85,34,0,10,0,,
steering,85,35,0,10,0,,
steering,85,36,0,10,0,,
steering,85,37,0,10,0,,
steering,85,38,0,10,0,,
steering,85,39,0,10,0,,
steering,85,40,0,10,0,,
steering,90,1,0,10,0,,
steering,90,2,0,10,0,,
steering,90,3,0,10,0,,
steering,90,4,0,10,0,,
steering,90,5,0,10,0,,
steering,90,6,0,10,0,,
steering,90,7,0,10,0,,
steering,90,8,0,10,0,,
steering,90,9,0,10,0,,
steering,90,10,0,10,0,,
steering,90,11,0,10,0,,
steering,90,12,0,10,0,,
steering,90,13,0,10,0,,
steering,90,14,0,10,0,,
steering,90,15,0,10,0,,
steering,90,16,0,10,0,,
steering,90,17,0,10,0,,
steering,90,18,0,10,0,,
steering,90,19,0,10,0,,
steering,90,20,0,10,0,,
steering,90,21,0,10,0,,
steering,90,22,0,10,0,,
steering,90,23,0,10,0,,
steering,90,24,0,10,0,,
steering,90,25,0,10,0,,
steering,90,26,0,10,0,,
steering,90,27,0,10,0,,
steering,90,28,0,10,0,,
steering,90,29,0,10,0,,
steering,90,30,0,10,0,,
steering,90,31,0,10,0,,
steering,90,32,0,10,0,,
steering,90,33,0,10,0,,
steering,90,34,0,10,0,,
steering,90,35,0,10,0,,
steering,90,36,0,10,0,,
steering,90,37,0,10,0,,
steering,90,38,0,10,0,,
steering,90,39,0,10,0,,
steering,90,40,0,10,0,,
